TC_ID,Url,UserName,Password,Email,Product,Summary,AccountId,Assets,SRType,AccountName,PDQ,Region,Status,Owner,SubProduct,Module,Severity,Version,RootCause,ChangeRequestNo,To,Body,SRNumber,SubStatus,AttachmentName,FileName,IsPublic,IsRD,Description,SupportPortalPwd,Srnotificationlist,SR_Notifications,Owner_ID,Sitenew,SiteUpdate,Date,Publish_Internal,Publish_External,Days,UserName1,Password1,AttachmentFlag,SupportFilename,SR_Status,SR_Substatus,SR_Type
TC11,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,SQL Navigator for Oracle,Test SR creation ,1-IJFFJX,1-L4M26B,,TEST ACCOUNT FOR SERVICE AUTOMATION - EMEA 1,,EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC12,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,SharePlex,Test SR creation ,1-IJFFJX,1-L4M26U,,TEST ACCOUNT FOR SERVICE AUTOMATION - EMEA 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC13,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant2@gmail.com,Identity Manager,Test SR creation ,1-IJBYB8,1-1HCL7BO,,TEST ACCOUNT FOR SERVICE AUTOMATION - APAC 1,,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC14,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant2@gmail.com,Identity Manager,Test SR creation ,1-IJBYB8,1-8P2FNX,,TEST ACCOUNT FOR SERVICE AUTOMATION - APAC 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC15,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com.dev,NetVault Backup,Test SR creation ,1-IF0873,1-1A064XK,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC16,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com.dev,Desktop Authority,Test SR creation ,1-IF0873,1-8NQ34Y,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC17,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,NetVault Backup,Test SR creation ,1-IKEBPR,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,AMER,Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC18,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@quest.com.dev,Toad for Oracle,Test SR creation ,1-IKGZRO,,,TEST ACCOUNT FOR SERVICE AUTOMATION - INTERNAL,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC19,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,SharePlex,Test SR creation ,1-IKEBPR,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,Hard Fail Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC20,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,NetVault Backup,Test SR creation ,1-IKEBPR,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,AMER,Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC21,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,Foglight,Test SR creation ,1-IJFFJX,1-G9MHUM,,TEST ACCOUNT FOR SERVICE AUTOMATION - EMEA 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC22,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant2@gmail.com,SQL Navigator for Oracle,Test SR creation ,1-IJBYB8,1-L4M266,,TEST ACCOUNT FOR SERVICE AUTOMATION - APAC 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC23,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com.dev,NetVault Backup,Test SR creation ,1-IF0873,1-E0VSP4,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC24,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com.dev,Toad for Oracle,Test SR creation ,1-IF0873,1-2HVZA49,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,,Hard Fail SPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC25,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant9@gmail.com.dev,Toad for Oracle,Test SR creation ,1-WZGTPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC26,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,SharePlex,Test SR creation ,1-IJFFJX,,,TEST ACCOUNT FOR SERVICE AUTOMATION - EMEA 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC27,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com.dev,vRanger,Test SR creation ,1-IF0873,1-G9MHVQ,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,JAPAN,Soft Fail Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC28,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Remote Support Center,Test SR creation ,1-IKJ1IJ,1-9N6DUR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC29,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Remote Support Center,Test SR creation ,1-IKJ1IJ,1-9N6DUR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC30,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Foglight for Virtualization Enterprise Edition,Test SR creation ,1-IKJ1IJ,1-BX40CR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,JAPAN,Business Critical Exception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC31,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Foglight for Virtualization Enterprise Edition,Test SR creation ,1-IKJ1IJ,1-BX40CR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,JAPAN,Business Critical Exception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC32,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,1-IKJ1IJ,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC33,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,1-IKJ1IJ,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC34,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,1-IKJ1IJ,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC35,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,LiteSpeed for SQL Server,Test SR creation ,1-IKJ1IJ,1-34U440,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC36,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,1-IKJ1IJ,1-PEG3C,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC37,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,SharePlex,Test SR creation ,1-IKJ1IJ,1-XK4K6,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC38,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for SQL Server,Test SR creation ,1-IKJ1IJ,1-1WW4VMR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC39,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,SharePlex,Test SR creation ,1-IKJ1IJ,1-XK4K6,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC40,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Desktop Authority,Test SR creation ,1-IKJ1IJ,1-8XKSUT,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,JAPAN,Business Critical Exception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC41,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Remote Support Center,Test SR creation ,1-IKJ1IJ,SL-02i70000006xVjTAAU,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC42,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,1-IKJ1IJ,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC43,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,1-IKJ1IJ,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC44,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,LiteSpeed for SQL Server,Test SR creation ,1-IKJ1IJ,1-34U440,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC45,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,1-IKJ1IJ,1-PEG3C,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC46,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,SharePlex,Test SR creation ,1-IKJ1IJ,1-XK4K6,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC47,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for SQL Server,Test SR creation ,1-IKJ1IJ,1-1WW4VMN,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC48,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,SharePlex,Test SR creation ,1-IKJ1IJ,1-XK4K6,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC49,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Desktop Authority,Test SR creation ,1-IKJ1IJ,1-8XKSUR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,JAPAN,Business Critical Exception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC50,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Remote Support Center,Test SR creation ,1-IKJ1IJ,SL-02i70000006xVjTAAU,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER ,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC51,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,1-IKJ1IJ,Test SR creation ,,SL-02i70000006xVjTAAU,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC52,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,,Test Licesnce SR creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC53,,SUPPORT_ADMIN,SUPPORT_ADMIN,,,Test Support Admin SR creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC54,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC55,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC56,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC57,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC58,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC59,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC60,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC61,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC62,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC63,,SUPPORT_ADMIN,SUPPORT_ADMIN,,,,,,,TEST WEB USER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC65,,SUPPORT_ADMIN,SUPPORT_ADMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC66,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC67,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC68,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC69,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,Toad for Oracle,,,,,,,,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC70,,SUPPORT_ADMIN,SUPPORT_ADMIN,joykknph@sharklasers.com,Toad for Oracle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC71,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC72,,,,vidya.krishnamarne@cognizant.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
