TC_ID,Url,UserName,Password,Email,Product,Summary,AccountId,Assets,SRType,AccountName,PDQ,Region,Status,Owner,SubProduct,Module,Severity,Version,RootCause,ChangeRequestNo,To,Body,SRNumber,SubStatus,AttachmentName,FileName,IsPublic,IsRD,Description,SupportPortalPwd,Srnotificationlist,SR_Notifications,Owner_ID,Sitenew,SiteUpdate,Date,Publish_Internal,Publish_External,Days,UserName1,Password1,AttachmentFlag,SupportFilename,SR_Status,SR_Substatus,SR_Type
TC11,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com.dev,NetVault Backup,,,1-E0VSP4,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC12,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com.dev,Toad for Oracle,,,1-2HVZA49,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC13,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com.dev,vRanger,,,1-G9MHVQ,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC14,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant4@gmail.com.dev,NetVault Backup,,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC15,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant4@gmail.com.dev,Desktop Authority,,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC16,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,BridgeWare,,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC17,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,BridgeWare,,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC18,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,Toad for Oracle,,,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC19,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,SharePlex,,,1-3W3UWJ,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC20,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,SharePlex,,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC21,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,NetVault Backup,,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC22,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,Foglight,,,1-28ZREUX,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC23,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,SharePlex,,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC24,,SUPPORT_ADMIN,SUPPORT_ADMIN,ricky.gervais@guerrillamail.com.dev,Foglight,,,1-G9MHUM,,TEST ACCOUNT FOR SERVICE AUTOMATION - EMEA 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC25,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant132@gmail.com.dev,Toad for Oracle,,,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC26,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant132@gmail.com.dev,Toad for Oracle,,,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC27,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@quest.com.dev,Toad for Oracle,,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - INTERNAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC28,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant23@gmail.com.dev,InTrust,,,1-LBO4S2,,TEST ACCOUNT FOR SERVICE AUTOMATION - AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC29,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Remote Support Center,,,1-9N6DUR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC30,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Remote Support Center,,,1-9N6DUR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC31,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Foglight for Virtualization Enterprise Edition,,,1-BX40CR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC32,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Foglight for Virtualization Enterprise Edition,,,1-BX40CR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC33,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,,,1-XSMS3,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC34,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,,,1-XSMS3,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC35,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,,,1-XSMS3,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC36,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,LiteSpeed for SQL Server,,,1-34U440,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC37,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,,,1-PEG3C,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC38,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,SharePlex,,,1-XK4K6,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC39,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for SQL Server,,,1-1WW4VMR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC40,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,SharePlex,,,1-XK4K6,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC41,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Desktop Authority,,,1-8XKSUT,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC42,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Remote Support Center,,,SL-02i70000006xVjTAAU,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC43,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,,,1-XSMS3,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC44,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,,,1-XSMS3,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC45,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,LiteSpeed for SQL Server,,,1-34U440,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC46,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,,,1-PEG3C,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC47,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,SharePlex,,,1-XK4K6,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC48,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for SQL Server,,,1-1WW4VMN,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC49,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,SharePlex,,,1-XK4K6,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC50,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Desktop Authority,,,1-8XKSUR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC51,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Remote Support Center,,,SL-02i70000006xVjTAAU,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC52,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,SE - Toad/DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC53,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,SE - Toad/DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC02,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant2@gmail.com,Toad for DB2 ,Test SR creation for Bridgeware,1-IJBYB8,,Support,,,,Hard Fail Contract,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC03,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant4@gmail.com,NetVault Backup,Test SR creation for ActiveRoles Server,1-IKEC71,,Support,,,AMER,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC04,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant4@gmail.com,Desktop Authority,,1-IKEC71,,Support,,,AMER,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC05,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,BridgeWare,,1-IKEBPR,,Support,,,,Hard Fail Contract,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC06,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,butters.scotch@guerrillamail.com,SharePlex,,1-IKJ1IO,,Support,,,,Hard Fail Contract,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC07,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant132@gmail.com,Toad for Oracle,,1-IKEBPR,,Support,,,AMER,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC08,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,Toad for Oracle,,1-IKEBPR,,Support,,,AMER,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC09,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,SharePlex,,1-IKEBPR,,Support,,,ALL,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC10,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,SQL Navigator for Oracle,License SR Creation,1-IJFFJX,,Support,,,EMEA,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,License
TC11,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,SharePlex,License SR Creation,1-IJFFJX,,Support,,,ALL,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC12,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant2@gmail.com,Identity Manager,Test SR creation for SQL Navigator for Oracle,1-IJBYB8,,Support,,,APAC,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC13,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant2@gmail.com,Identity Manager,,1-IJBYB8,,Support,,,ALL,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC14,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com,NetVault Backup,Test SR creation for Toad for Oracle,1-IF0873,,Support,,,JAPAN,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC15,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com,Toad for Oracle,Test SR creation for Bridgeware,1-IKJ1IJ,,Support,,,AMER,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC16,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com,Toad for Oracle,Test SR creation for SQL Navigator for Oracle,1-IKJ1IJ,,Support,,,EMEA,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC17,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com,SharePlex,Test SR creation for Shareplex,1-IKJ1IJ,,Support,,,ALL,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC18,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com,Toad for SQL Server,Test SR creation for ActiveRoles Server,1-IKJ1IJ,,Support,,,APAC,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC19,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com,SharePlex,Test SR creation for Toad for DB2,1-IKJ1IJ,,Support,,,ALL,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC20,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com,Desktop Authority,Test SR creation for NetVault Backup,1-IKJ1IJ,,Support,,,JAPAN,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC21,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,AppAssure,Test SR creation for Help Desk Authority,1-IKEBPR,,Support,,,,Hard Fail Trial,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC22,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,SQL Navigator for Oracle,Test SR creation for Toad for Oracle,1-IKEBPR,,Support,,,AMER,Trial,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC23,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant1@gmail.com,Foglight,Test SR creation for SQL Navigator for Oracle,1-IJFFJX,,Support,,,ALL,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC24,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant2@gmail.com,SQL Navigator for Oracle,Test SR creation for InTrust,1-IJBYB8,,Support,,,ALL,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC25,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com,NetVault Backup,Test SR creation for Desktop Authority,1-IF0873,,Support,,,ALL,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC26,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant23@gmail.com,InTrust,Test SR creation for vRanger,1-IJPXN2,,Support,,,AMER,Business Critical Exception,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC27,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com,SQL Navigator for Oracle,Test SR creation for InTrust,1-IKJ1IJ,,Support,,,,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC28,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com,vRanger,Test SR creation for Toad for Oracle,1-IF0873,,Support,,,JAPAN,Soft Fail Contract,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC29,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,Toad for Oracle,,,,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC30,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,BridgeWare,,,,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC31,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com,SQL Navigator for Oracle,,,,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC32,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,joykknph@sharklasers.com,Toad for Oracle,,,,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC33,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC34,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC35,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC36,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC37,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC38,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC39,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC40,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC41,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC42,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
