TC_ID,Url,UserName,Password,Email,Product,Summary,AccountId,Assets,SRType,AccountName,PDQ,Region,Status,Owner,SubProduct,Module,Severity,Version,RootCause,ChangeRequestNo,To,Body,SRNumber,SubStatus,AttachmentName,FileName,IsPublic,IsRD,Description,SupportPortalPwd,Srnotificationlist,SR_Notifications,Owner_ID,Sitenew,SiteUpdate,Date,Publish_Internal,Publish_External,Days,UserName1,Password1,AttachmentFlag,SupportFilename,SR_Status,SR_Substatus,SR_Type
TC11,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com.dev,NetVault Backup,Test SR creation ,,1-E0VSP4,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC12,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com.dev,Toad for Oracle,Test SR creation ,,1-2HVZA49,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,,Hard Fail SPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC13,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant3@gmail.com.dev,vRanger,Test SR creation ,,1-G9MHVQ,,TEST ACCOUNT FOR SERVICE AUTOMATION - JAPAN 1,,,Hard Fail Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC14,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant4@gmail.com.dev,NetVault Backup,Test SR creation ,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 2,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC15,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant4@gmail.com.dev,Desktop Authority,Test SR creation ,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 2,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC16,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com.dev,BridgeWare,Test SR creation ,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,Hard Fail Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC17,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com.dev,BridgeWare,Test SR creation ,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,Hard Fail Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC18,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com.dev,Toad for Oracle,Test SR creation ,,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC19,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com.dev,SharePlex,Test SR creation ,,1-3W3UWJ,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC20,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com.dev,SharePlex,Test SR creation ,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,Hard Fail Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC21,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com.dev,NetVault Backup,Test SR creation ,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,Hard Fail Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC22,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com.dev,Foglight,Test SR creation ,,1-28ZREUX,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC23,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com.dev,SharePlex,Test SR creation ,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,,Hard Fail Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC24,,SUPPORT_ADMIN,SUPPORT_ADMIN,ricky.gervais@guerrillamail.com.dev,Foglight,Test SR creation ,,1-G9MHUM,,TEST ACCOUNT FOR SERVICE AUTOMATION - EMEA 1,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC25,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant132@gmail.com.dev,Toad for Oracle,Test SR creation ,,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC26,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant132@gmail.com.dev,Toad for Oracle,Test SR creation ,,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - AMER 1,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC27,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@quest.com.dev,Toad for Oracle,Test SR creation ,,,,TEST ACCOUNT FOR SERVICE AUTOMATION - INTERNAL,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC28,,SUPPORT_ADMIN,SUPPORT_ADMIN,art.cognizant23@gmail.com.dev,InTrust,Test SR creation ,,1-LBO4S2,,TEST ACCOUNT FOR SERVICE AUTOMATION - AG,,,Hard Fail Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC29,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Remote Support Center,Test SR creation ,,1-9N6DUR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC30,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Remote Support Center,Test SR creation ,,1-9N6DUR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC31,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Foglight for Virtualization Enterprise Edition,Test SR creation ,,1-BX40CR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC32,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Foglight for Virtualization Enterprise Edition,Test SR creation ,,1-BX40CR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC33,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC34,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC35,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC36,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,LiteSpeed for SQL Server,Test SR creation ,,1-34U440,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC37,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,,1-PEG3C,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC38,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,SharePlex,Test SR creation ,,1-XK4K6,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC39,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for SQL Server,Test SR creation ,,1-1WW4VMR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC40,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,SharePlex,Test SR creation ,,1-XK4K6,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC41,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Desktop Authority,Test SR creation ,,1-8XKSUT,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC42,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Remote Support Center,Test SR creation ,,SL-02i70000006xVjTAAU,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC43,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC44,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,,1-GVY518,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC45,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,LiteSpeed for SQL Server,Test SR creation ,,1-34U440,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC46,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for Oracle,Test SR creation ,,1-PEG3C,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,EMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC47,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,SharePlex,Test SR creation ,,1-XK4K6,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC48,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Toad for SQL Server,Test SR creation ,,1-1WW4VMN,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC49,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,SharePlex,Test SR creation ,,1-XK4K6,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC50,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Desktop Authority,Test SR creation ,,1-8XKSUR,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC51,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com.dev,Remote Support Center,Test SR creation ,,SL-02i70000006xVjTAAU,,TEST ACCOUNT FOR SERVICE AUTOMATION - PARTNER,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC52,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com.dev,,Test Licesnce SR creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC53,,SUPPORT_ADMIN,SUPPORT_ADMIN,,,Test Support Admin SR creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC54,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC55,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC56,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC57,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC58,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC59,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC60,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC61,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC62,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC63,,SUPPORT_ADMIN,SUPPORT_ADMIN,,,,,,,TEST WEB USER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC65,,SUPPORT_ADMIN,SUPPORT_ADMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC66,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC67,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC68,,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC69,,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,Toad for Oracle,,,,,,,,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC70,,SUPPORT_ADMIN,SUPPORT_ADMIN,joykknph@sharklasers.com,Toad for Oracle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC71,,SUPPORT_ADMIN,SUPPORT_ADMIN,mangesh.mhatre@cognizant.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC72,,,,vidya.krishnamarne@cognizant.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
